Author_id,Isbn
2102,0786881852
2103,0310240972
2103,0440170370
2103,034524575X
2103,0345413873
2103,0380726262
2103,0671881965
2103,0671881981
2103,0671881930
2103,0671881949
2104,0590419293
2104,0671896768
2105,0064410129
2106,0553267736
2107,055325636X
2108,0553254723
2109,0553801309
2110,0445210214
2110,0375719350
2111,0345334302
2112,0380773945
2113,0345373413
2113,0345348176
2114,0679802614
2115,0590428098
2116,0671702920
2117,0380757893
2117,0440400759
2118,0590414976
2118,0684874318
2118,037570387X
2119,0451452925
2119,1559029838
2120,0590414658
2120,0671674919
2121,0441048862
2122,0553271547
2123,0553272004
2124,0451450787
2124,0451450876
2124,0451450825
2125,0451452542
2126,0451453026
2126,0451453727
2126,0451453697
2127,0451453700
2128,0451456998
2128,0451459954
2129,0451457471
2130,0451453689
2131,0451457374
2132,0451451899
2133,0451451996
2134,0451453719
2134,0451452380
2134,0451458397
2134,0451458184
2135,0399143815
2136,0441004911
2136,0671578375
2137,0440234948
2138,0671023187
2139,0395390338
2140,0679746048
2140,0684803143
2140,0451459245
2141,0743417720
2141,0446610100
2142,1857027795
2142,0440216745
2142,3453151720
2143,344242979X
2144,3423241012
2144,3423202343
2144,0312966970
2145,0671730177
2146,0671568485
2147,0345352238
2147,0345334310
2148,0671876937
2148,0671876015
2148,0812533666
2149,0893757837
2150,1575663104
2151,0679766758
2152,0874869226
2153,0967224918
2154,3492215416
2155,3499431009
2156,3442440246
2157,3746618959
2158,3257228449
2159,3570204758
2160,3548680291
2161,3442450144
2162,3442727758
2163,3426620685
2164,3596505429
2165,0307100227
2166,0886251788
2167,1590383141
2168,0061066591
2169,0671522728
2170,0816735786
2171,0689835752
2172,0152017976
2172,0152017984
2173,3596271088
2174,3596270952
2174,0394577736
2174,0151104506
2175,0425175006
2176,0345426274
2177,0425186857
2177,0671003518
2177,051512317X
2177,0515114693
2178,0060507403
2179,0679767398
2179,0553212761
2179,0425174468
2179,044012929X
2179,0345367421
2180,0060004533
2180,0380002930
2181,080215185X
2182,0718143043
2182,0670858722
2183,0486280489
2184,3821829494
2185,0312876912
2185,0684148579
2186,0553562967
2187,0446363170
2187,0804110379
2187,0449003183
2187,044920474X
2187,0449244970
2187,0449210952
2187,0312971346
2187,0399147101
2188,0449146383
2189,0446603066
2190,0446603821
2190,0449149374
2190,0553378260
2191,1556614438
2191,0312850581
2192,0140280553
2193,0930031067
2193,0060958022
2194,0385474016
2195,0380804700
2196,0500280673
2197,048640076X
2198,0349109931
2199,156245191X
2200,0140124497
2201,0553210114
2201,0156658992
2201,037550334X
2202,3518396005
2202,3499123665
2203,3548603203
2204,2253057835
2205,2020482363
2206,2264027754
2207,2264032189
2207,052594527X
2208,3257204833
2209,3596156963
2209,3596122279
2209,3404141970
2210,0029281113
2211,0517559552
2212,0345338545
2213,0375701044
2214,0316158720
2214,0007154615
2214,0375412824
2215,1558743669
2216,084236661X
2217,0708842100
2217,059045367X
2217,0590453661
2218,059042761X
2219,0385721617
2220,0694013226
2220,0441005764
2220,0553582135
2220,0671034065
2220,0451410777
2221,0345418832
2222,0671026801
2223,0671024051
2224,0684869829
2224,0399147772
2224,0440237416
2225,0439101336
2225,0399147284
2225,0684832380
2225,039914210X
2225,0380730359
2226,0374166560
2226,0451150635
2227,3596132762
2228,3492225926
2229,006018700X
2230,0684836483
2231,0571174450
2232,0312848846
2233,0442043244
2233,0880381736
2233,0767907817
2233,0385720106
2234,0553208845
2235,0064400581
2236,0571142745
2237,0898861780
2238,1586480456
2239,030681188X
2240,0688155022
2241,088064219X
2241,1904095399
2242,0743204158
2243,0310225116
2244,0800758358
2245,0385050755
2246,0842329218
2247,0072430958
2247,0684823780
2248,1576738442
2249,0449219283
2250,0553574965
2250,0440225698
2250,0440221471
2251,0394541545
2251,0877958920
2252,0440235758
2253,0743216458
2253,0061007129
2253,0886773784
2254,0440228204
2255,0883657635
2255,0425143325
2255,0425180964
2256,0812520793
2257,0312109393
2258,0399148019
2259,0373063121
2260,0140620869
2260,0553801589
2260,0743411250
2261,0590129988
2262,0375700684
2262,0375700692
2263,0312955510
2263,0345396537
2264,0452272092
2265,3518383620
2266,3499262967
2267,3407808836
2268,3423085711
2269,3453159926
2270,3499137909
2271,0747563721
2272,0451518845
2272,0441009700
2273,0345395190
2274,0553265571
2275,0451521285
2276,0812566351
2276,0060502258
2277,0440911710
2278,0140298444
2279,0395869463
2279,0064407721
2280,0684859785
2281,0156806479
2281,0553266055
2282,0345441443
2283,0802132952
2284,0441535771
2284,0812552989
2285,0451521358
2286,0140089365
2287,0451455126
2288,038072345X
2289,1580173144
2289,0671025570
2290,0553274864
2291,1888604182
2292,0805064362
2293,0330336215
2293,0061020710
2293,0440204887
2293,0345339681
2293,0812572297
2293,0345272579
2293,0385199570
2294,0156007568
2295,3426776545
2296,3404701704
2296,3423205202
2296,3453169247
2297,3442541751
2298,3423202947
2299,0374332657
2300,0553298496
2300,0553255371
2301,0451528018
2302,0842321942
2302,0842321934
2303,1562475878
2303,1562475193
2303,0590997262
2303,0590997297
2303,0590762613
2303,0590213040
2304,0439061652
2305,1584851651
2305,0141304707
2306,0679866957
2307,059048575X
2308,044048474X
2309,1568657803
2310,0140309578
2311,0671028049
2312,0671019805
2313,0671016954
2314,0671019791
2314,044809553X
2315,0671023810
2316,1561565601
2316,0448095548
2317,1584850167
2318,1562470752
2319,1562470043
2320,1562475150
2320,0590448250
2321,0590386042
2322,0877191174
2323,0689817215
2323,0671015192
2323,0671024272
2323,3453025423
2324,0553141406
2324,0517580497
2324,0312863403
2325,086547642X
2325,1558744630
2326,0140380361
2326,0394588169
2326,0316143464
2326,0385336322
2326,038533348X
2326,0553294385
2327,1573222623
2327,1558746161
2328,0553583867
2328,0553214225
2329,0394569962
2330,0553568914
2331,0671721291
2331,0553563521
2331,055357230X
2331,0399142282
2332,0140193383
2333,1890159018
2334,0446670626
2335,0590429892
2336,0782123813
2337,0782125352
2338,1561703249
2338,0812513711
2338,0671004107
2338,0553213539
2339,9681905202
2339,0449200396
2340,0425173615
2341,0684186454
2342,006016185X
2343,0800730364
2344,0671766821
2344,0671683993
2344,0425098680
2344,0553245694
2345,0874775639
2346,0060907215
2347,0385302274
2347,0670873683
2347,0425168700
2347,0375704906
2347,0020519001
2348,0345426029
2348,0060973277
2349,0439064872
2350,0679751602
2350,0688127169
2351,9722110195
2352,0714832529
2352,0440784743
2353,0812551532
2354,1573247022
2354,0451132157
2355,055315754X
2356,0312263449
2357,0060904453
2358,0671734547
2358,0812580354
2358,1400076218
2358,1573226106
2359,0373263678
2359,0553211404
2360,0679447393
2361,0380718650
2362,0373263953
2362,0515102652
2362,0312263996
2362,1400032717
2363,0595315070
2364,1594200106
2365,1589880013
2366,0553250515
2366,0374100128
2366,0452283868
2366,0446610380
2366,0061097314
2367,074325547X
2368,158988003X
2369,1573222453
2370,0140119906
2371,0395873347
2372,0446677426
2373,0393308839
2374,0451524039
2375,0060548533
2376,1885266480
2377,0060987049
2378,0571169341
2378,0060504080
2379,0679749861
2379,0684853701
2380,0374521409
2381,0140445277
2381,0684831546
2381,0345404475
2382,0375404929
2382,0684857820
2382,0140051317
2382,0553291890
2383,0586213333
2384,2080707590
2385,2715223528
2386,2246567610
2387,2253153427
2387,2883531714
2388,2266083309
2389,2070383326
2390,2290045799
2391,2264010991
2392,0449207331
2393,0060092645
2394,0451207378
2394,0061031755
2394,0812551583
2395,0743410653
2395,0684864711
2396,1582430748
2397,0684846861
2398,0743200349
2399,0761521097
2400,0446674109
2401,0849937361
2402,0140124373
2403,1853811262
2403,0450411435
2404,0749309636
2404,0375704973
2404,034543059X
2405,037541309X
2406,0752848011
2407,1580083412
2408,0140236716
2409,0380973499
2409,0684867184
2410,031224116X
2411,0385319622
2412,1557507422
2413,1853673110
2414,0917298551
2415,0891415947
2416,0804100039
2417,0440236304
2418,0060937114
2419,0060183527
2420,081288518X
2421,038549565X
2422,0743201981
2423,0767908244
2423,0743203399
2424,0688158943
2424,0140018328
2425,0515100072
2425,0553579606
2426,0553282069
2426,0385177259
2427,0373201451
2427,0061013439
2428,0553080237
2428,0679459596
2429,0393038173
2429,0553578901
2430,0446605786
2431,0609609068
2432,0500011931
2433,0531150259
2434,0805205454
2435,0425193896
2435,0345382846
2436,0312115067
2436,0345413938
2436,0345283945
2437,0060934239
2437,006099486X
2438,0306809893
2439,0060185430
2440,0060987383
2441,0306811596
2442,0789410842
2443,068485080X
2444,0684841347
2445,1567310265
2446,044652087X
2447,0878911774
2448,0060176628
2448,0670855030
2448,0517064626
2448,0684810387
2449,0931580439
2449,0440183057
2450,0380709333
2450,0671769200
2450,0884042642
2450,0671250671
2451,0553067966
2452,0440507294
2452,0553212141
2453,0671602705
2454,0843946385
2455,0439978238
2455,0743200985
2455,0425118703
2456,9510236756
2457,0349100136
2458,2070367622
2459,0811802981
2460,0486415910
2460,0380792737
2461,1877856916
2462,0571200435
2463,0446604763
2463,0060516283
2464,1590210301
2465,1573245216
2465,1567313671
2466,1878424424
2466,0553109839
2467,0316639842
2468,0140296409
2469,3442442354
2469,0451192613
2470,0451138481
2471,0670891576
2471,0395264758
2472,3442431875
2472,0140259112
2473,0439339170
2473,0375401598
2473,0553106678
2473,0684802988
2473,0061000043
2474,0312055145
2475,0060617225
2476,1558214291
2477,0349100373
2478,0340542667
2479,0380699176
2479,0151006725
2480,0525946241
2481,0394751043
2482,2070388425
2482,2070427110
2483,2221081722
2484,2070388905
2484,2070756319
2485,2253138916
2485,0553263579
2486,0441007015
2486,0553289411
2486,0553258559
2487,0394717406
2488,0141300272
2489,9500418606
2490,0316588032
2491,0671892479
2492,0060011912
2492,044661064X
2493,0553211803
2494,1551666839
2494,0374526893
2495,1583940634
2496,0805060200
2496,0312872402
2496,0312872399
2496,0765342987
2497,0451456726
2497,0451456718
2497,0451456734
2498,0571154913
2499,0446530522
2499,0330327917
2500,0786004886
2501,0446674346
2502,0060092963
2502,0060517611
2503,0553802550
2504,0425192695
2505,0760704767
2505,0671468464
2506,0440241286
2506,002026478X
2507,0743407148
2507,0345447840
2507,0312977360
2508,0312992203
2509,0312089449
2510,096558383X
2511,0140094903
2511,034541103X
2512,0345425286
2513,0688179053
2514,0451201507
2515,0380760975
2516,0553569791
2516,038000772X
2516,044661193X
2517,0446401617
2517,0345428196
2517,0553208799
2518,0821767747
2518,0446512923
2519,0060955406
2520,0380793059
2520,0440419468
2520,0446359866
2520,0446602612
2520,0446612790
2521,0671676253
2521,0446606383
2521,0553213148
2521,0380725584
2522,0679401032
2522,0394580567
2522,0394571029
2522,0440128994
2523,0590455761
2523,0446365505
2523,0671531409
2523,002542730X
2523,0804111898
2524,0802132154
2525,0025473905
2525,0451203895
2525,0345309014
2525,0345308999
2525,0345309006
2526,0553272535
2526,0445406488
2527,0451209710
2527,0312865031
2528,089190672X
2529,0449219631
2529,0425104052
2530,0425181464
2531,0515090298
2532,0345438353
2533,0060298774
2533,0449212858
2533,0812505018
2534,0671888021
2535,0451458125
2536,0553213377
2537,0142002054
2537,067150987X
2537,0345347951
2537,0425037827
2538,0553574353
2538,0553142046
2539,0786889527
2540,0441006345
2541,0671721380
2542,0446356018
2543,067174139X
2543,0399136487
2544,0671720139
2545,039480001X
2545,0345273303
2546,0446365661
2547,0749930888
2547,0440201101
2547,1857022424
2548,1561383619
2548,068484477X
2549,0393317552
2549,0684853515
2550,0375504397
2550,0452283205
2551,0374524912
2551,0316779237
2552,0875427324
2552,0385421982
2552,0892962275
2553,0393040135
2553,0679402470
2554,055344171X
2555,0733801862
2555,0875421180
2555,055308013X
2556,0460872125
2557,2020606291
2557,0345311965
2557,0451139739
2557,0553236202
2557,038072975X
2558,1885167172
2559,0452261589
2560,0374230072
2560,014006690X
2561,0060975210
2562,0374521352
2563,0226424197
2564,0316085251
2565,0874771641
2565,0451185560
2566,1853260401
2567,0773760555
2567,0553250531
2567,0553148001
2568,1579542085
2569,0671720414
2569,0345275675
2570,024189865X
2571,0773671358
2572,0553284460
2572,0440213525
2572,0451188462
2572,034525855X
2572,0441135560
2573,3789131202
2574,0195103793
2575,0816303630
2576,0811807282
2576,0671019449
2577,0152105328
2578,0060283122
2578,0439136350
2578,0671028367
2579,0028642333
2580,0440235642
2581,0330486705
2582,0670881872
2582,0440111811
2583,0064400557
2584,067166607X
2585,0312870582
2585,3423123222
2586,3453064038
2587,3404122631
2588,3596134153
2589,3453061187
2590,3423107421
2591,3453161394
2592,3579007335
2593,3257229372
2594,3453088530
2594,345305136X
2595,3257224974
2596,3404139674
2597,3442353793
2598,3596129397
2599,3548257623
2600,3746613531
2600,3746618169
2601,9972847012
2602,9582700319
2603,3257228031
2604,3548248845
2604,3446178694
2605,3453198840
2605,3404147294
2606,3746619394
2606,3426619857
2607,3499233045
2608,3404142624
2609,051604642X
2610,0380803151
2611,0553568728
2612,0553297988
2613,0671654209
2613,0884046818
2614,0345289072
2615,0671720406
2615,0345379802
2616,0886778697
2617,0743435346
2618,0679448594
2618,0345313577
2618,0671867172
2618,0425189104
2619,0061030635
2619,0446613436
2619,0449006530
2619,006109157X
2619,0440221315
2619,0553576011
2620,0451205294
2620,0345444892
2620,0446527785
2620,0375500685
2621,0375503218
2622,0755310047
2623,0752851950
2624,0747257574
2625,056353723X
2626,185326041X
2626,0312272057
2626,0142003190
2627,042518336X
2628,0613329740
2629,0613325419
2630,156389470X
2631,0439551234
2632,058253531X
2632,0836218353
2633,2842772032
2633,0836204387
2634,0345441435
2635,0812504755
2636,0836217225
2637,0030181011
2637,0064407055
2638,0553262505
2639,0689710887
2640,0689710879
2640,0020427859
2641,031286258X
2641,0836217616
2641,0316107018
2641,0886777828
2641,0441068804
2641,0141309814
2641,0679032983
2641,0679408835
2641,0316096199
2641,0689829655
2641,059045899X
2642,0385238614
2643,0758201605
2644,1561384755
2645,1562820575
2646,185854176X
2647,0786830425
2647,088101270X
2648,0881012718
2649,0312272782
2650,044022831X
2651,1590522265
2652,1551669307
2653,060980202X
2654,0698113950
2655,043944246X
2656,0060954884
2657,0743422961
2658,0525946780
2659,1558534172
2660,0609807919
2660,0060532149
2661,081296683X
2662,188517182X
2663,0820319198
2664,0446520829
2664,0373250525
2665,0811802272
2666,1871512417
2666,042515517X
2667,037322348X
2668,0393317382
2669,0375713751
2670,0312272766
2671,0446526479
2672,068985546X
2672,0689855451
2673,0140240209
2674,0764525662
2675,0679771492
2676,0130743038
2677,1856273296
2677,0842343253
2678,0201406462
2679,1895636337
2679,0140131566
2679,0446521442
2680,0062515802
2680,0684859777
2680,0684859769
2681,0609807080
2682,1556522126
2682,0440224845
2682,0671864173
2683,0060959428
2683,0373079613
2683,0440200989
2683,0671568175
2683,0449221504
2683,0446607193
2683,0671705091
2683,0505522675
2684,0515124656
2684,0373484003
2684,0451198506
2684,0440223237
2684,0679882820
2685,0399226907
2686,1558747109
2686,0786884142
2687,0767905385
2687,0671793551
2688,0553574302
2689,0440211263
2689,0553260111
2690,0380775840
2690,0394900014
2691,0894803123
2691,0440225892
2691,0440236371
2692,1551660261
2692,1551665638
2693,0553575007
2693,0553563343
2694,0943233941
2695,0694014532
2695,0743411439
2695,0553347233
2696,0385152922
2697,0767900383
2698,0786889055
2698,0440212626
2699,0553265415
2700,0449131793
2700,0380804697
2700,0425178951
2701,038548562X
2701,0684865742
2701,0385313632
2702,0866119892
2703,0505523442
2703,0380772469
2703,0380899361
2703,0671728571
2704,067146969X
2705,0446392308
2706,0586207228
2707,0821762559
2708,0553275399
2708,0671034006
2708,0425116840
2709,0882893327
2709,0380817152
2709,0345302907
2710,0340565829
2710,0425191184
2711,0872169014
2711,0399142991
2711,0836218221
2711,067988288X
2711,0590251597
2712,0679885307
2712,0590251589
2712,0590227637
2713,0806903481
2713,0590224735
2713,0141301074
2714,0671016792
2715,0448409313
2715,0452278902
2715,074343627X
2715,039914465X
2716,1558747699
2716,067102423X
2717,1891620487
2718,0060009225
2718,0380820870
2718,0380797399
2719,0060198524
2719,0345334531
2720,0515103993
2721,1550130994
2722,0316316962
2723,0062506080
2724,0142001007
2724,0060920432
2725,0786884061
2726,0691005419
2726,0060505265
2727,0864427433
2728,0864424574
2729,0813812860
2730,0842372180
2730,0399143947
2731,0066211085
2732,042517476X
2732,0440237262
2733,0380713330
2734,0195002237
2734,014004387X
2735,0895772620
2735,0517618141
2736,0192833871
2737,0393960579
2738,1551113074
2738,0486264785
2738,0060809833
2738,0441172660
2739,0156711427
2739,0553206516
2739,0553550039
2739,0345390458
2739,0061091871
2740,0425090787
2741,1929317999
2742,0553268880
2743,0385008910
2743,0688042872
2744,0671027107
2744,0399145869
2744,0375405429
2744,0446521582
2744,0151002630
2744,0316666009
2745,0316890197
2745,0446675253
2746,0345451325
2746,0330284142
2746,0345391810
2746,0140620524
2746,0312186118
2746,0671516922
2747,1586607251
2748,0671015206
2749,0440216540
2749,0449209598
2750,0140062599
2751,0582349168
2752,0140041079
2753,0140400117
2754,0192815466
2755,0140431357
2756,1575664054
2756,0451209117
2756,0743236777
2757,037348481X
2758,0553208314
2758,0446611867
2758,0385336179
2759,0972380698
2760,155054439X
2761,060980619X
2761,0440900794
2762,0553560662
2762,0373483880
2762,0061042005
2762,0425046117
2762,0156619180
2762,0553582755
2763,0486282694
2764,006101091X
2765,0452268060
2765,0439099404
2765,0525405224
2765,0671759213
2765,044651652X
2765,0312050631
2765,0452254264
2765,0380786052
2765,0446364282
2766,0385337272
2767,0140291903
2768,0142002267
2769,0671640925
2769,0425099644
2770,0960809600
2771,0439368030
2772,0785272984
2773,0060520221
2774,0590443518
2774,0440409942
2775,0590438069
2776,0380720132
2777,1841952974
2778,0440967848
2778,0842329277
2778,0842343296
2778,0440439884
2779,0842343288
2779,0590424165
2779,059030271X
2779,0345339738
2779,0440413761
2779,0590461001
2780,0688149588
2780,0842343261
2780,084234327X
2781,0395280060
2781,0590451146
2781,0064407314
2782,0816707979
2783,034541036X
2783,0517187760
2783,0446679593
2783,0679441557
2783,1567315658
2783,0849916518
2784,1565120310
2785,156512104X
2786,0446690295
2786,0886774268
2786,0886773520
2786,0886774012
2787,1892065169
2788,0609808346
2789,0307157857
2790,0141186151
2791,0451121902
2791,0679417796
2792,0684833662
2792,1573225517
2793,0449909336
2794,1550548913
2795,0679311386
2796,039396647X
2796,0380973650
2797,0375414487
2797,0316346624
2798,0802130208
2799,0312988990
2800,0842373195
2801,0043510744
2802,0340821191
2803,0333906306
2804,0156004992
2804,0156628708
2805,0752844059
2805,0440208459
2805,0752848224
2805,075285111X
2805,0449208672
2805,0060808241
2805,0380725835
2805,0751514012
2806,0751511056
2807,186941358X
2808,0886775876
2809,0451458680
2809,0060199652
2809,034541389X
2810,0684871580
2810,0738203548
2811,0805033203
2811,0316284955
2811,0801855926
2812,156352600X
2813,0679427651
2813,0345412214
2813,0345441702
2814,0451147367
2815,0595168442
2816,044041668X
2817,0451170539
2817,0375501371
2817,006447335X
2817,0316155101
2817,0312283709
2817,0060987529
2817,0312951426
2817,0312953615
2817,0671567829
2818,0670820555
2818,0553270931
2819,0449241114
2820,0394561236
2821,0375703764
2821,0553092626
2822,0812545133
2822,0446523321
2822,0441004164
2823,0066620996
2824,0553277472
2825,0385494602
2825,0345433106
2826,0345443020
2826,068487217X
2826,0684853159
2827,1573228281
2827,0446608262
2828,0385503970
2829,0316120324
2829,0440214432
2829,0440225779
2830,0385501676
2830,3446180850
2831,0312242735
2832,0440935741
2832,0380804557
2833,3257229739
2833,0099245027
2834,0970880812
2835,0595256775
2836,0741412780
2837,0684855380
2838,0525946233
2839,0399513000
2839,0425161617
2840,0140149295
2840,0553565028
2841,0375410848
2842,0505520680
2842,0373710348
2843,0451115457
2843,0373079710
2843,0861782356
2844,0515097039
2844,0553560247
2845,0836135474
2846,0312974221
2846,0345416600
2847,0684856476
2848,0800757734
2848,0887309100
2849,1593080255
2849,1400041988
2850,0151010633
2850,9504604730
2851,0802714358
2851,9500720418
2852,950491036X
2853,0340697083
2854,2742739351
2855,0671008668
2856,9509009059
2857,0312154542
2857,0064408639
2858,0954290100
2858,0553295772
2859,0312858957
2859,0345330129
2860,0743410246
2861,0743445643
2862,0743445627
2863,0743445600
2864,0812575717
2864,0671026356
2865,0743427602
2865,0671039288
2866,0671026364
2867,0671526103
2867,0671021257
2868,067100882X
2868,0671008781
2869,2253007900
2869,0671874349
2870,0394838475
2871,0743439775
2872,1567311199
2872,0590482378
2872,0590482238
2873,0451179706
2873,0449219410
2873,0446609781
2873,0679454446
2873,051512608X
2874,0373262329
2874,0451124383
2875,1565122208
2875,0312978332
2876,0345294459
2876,0451408888
2876,0671524968
2877,0515115487
2878,1563841134
2878,0060008776
2878,0553574671
2878,0061057819
2879,0761513779
2880,1565078241
2881,0449908119
2881,0312956126
2881,0385334729
2882,0805044698
2883,075050059X
2884,0140165525
2885,3257231393
2885,3453149874
2886,9681500601
2886,067088300X
2886,0786869216
2886,0670878103
2887,0446528382
2888,0943233437
2889,0375727345
2889,0156001454
2890,3440066738
2890,0446608890
2891,0061059137
2891,059044316X
2892,0316781460
2892,0425188787
2892,0345382323
2893,0312983298
2894,0553270249
2894,0553275852
2894,0440201330
2895,0449147398
2896,0747546215
2896,0006513409
2896,0312980345
2896,0743437640
2896,1551668912
2896,0688009387
2896,0380017601
2897,0671024418
2897,067102440X
2897,0671024426
2897,0671024396
2897,0140346848
2898,0140346031
2898,0613286626
2899,0553568051
2900,042515601X
2901,0333782259
2901,0435120964
2901,0140293442
2902,0571097103
2902,0140293469
2903,0920668372
2903,0375703861
2904,0060391537
2904,0156011042
2904,0812566637
2904,0060391448
2904,0684829975
2904,0451099648
2905,0671776975
2906,0440967694
2907,0060801115
2907,0553149660
2907,0425152251
2907,0312924585
2907,0684718634
2908,0385479565
2909,0876056354
2910,0375714383
2910,0441718213
2911,0385499094
2912,0743421574
2912,0140132708
2913,0312309295
2913,0671578103
2913,0756401364
2913,0886779758
2914,1931561230
2915,0807085464
2915,0060504072
2915,0345460952
2916,0312274920
2917,0007134495
2917,0440408903
2917,038081658X
2917,0380791978
2918,0345397800
2918,0345409671
2919,0441007392
2919,0441006329
2919,0380791986
2919,0886771544
2920,0312974485
2920,0312979584
2920,0553380958
2921,0756400805
2922,0886779014
2923,0886776880
2923,0886775744
2923,0395272238
2924,0380819007
2924,0380731800
2925,0142300608
2926,087951602X
2927,042518627X
2927,0380731797
2928,0970851715
2929,1557504644
2930,081120958X
2931,0534525075
2931,0553583891
2932,0684849739
2932,0312171838
2933,0688175716
2934,0743467604
2934,0671042505
2935,0743205413
2935,0399147853
2936,0425162443
2937,0966482018
2937,1400060052
2938,0451181409
2939,0060505559
2940,0312104472
2940,1551667533
2941,0425183238
2941,0553802240
2941,0373711646
2942,0345423291
2942,0515132020
2943,0684864363
2943,0515131229
2944,0451192974
2945,0446679364
2946,0345445732
2947,0553581430
2948,0451410157
2949,0373441320
2950,1551662906
2951,0373834748
2952,0843943319
2953,1570613818
2954,0743228022
2954,0385494149
2954,0312199368
2955,0312199430
2955,1570089957
2956,0452282101
2957,0060193689
2958,048627263X
2959,0486270610
2959,0330330373
2959,0671318403
2959,0743440358
2960,0571135390
2961,1557250219
2962,0451183746
2963,0316134317
2964,0789467747
2965,0071408398
2966,038079487X
2967,0684872153
2968,0060926317
2969,0961937904
2970,0140179755
2971,0571152813
2972,0140622500
2973,9038802986
2973,1857238982
2974,380062236X
2974,0312421273
2974,0679454454
2974,0743480562
2975,0312986211
2976,0778320294
2976,0425196453
2977,1575668572
2978,0821776126
2979,0821773429
2980,0060555882
2980,0380811081
2981,0373250592
2981,0373285043
2981,0399147020
2982,0062512668
2983,0440241162
2984,0439233844
2985,0785917136
2986,1930353006
2987,0874831121
2987,0786866586
2988,0140254749
2989,3250600520
2990,3446190295
2991,3250102342
2992,342310001X
2993,3406426530
2994,3354005092
2994,3250300020
2995,3608958703
2995,0061092029
2996,3718501473
2996,3453017978
2996,3492230466
2997,3492045170
2998,0072521309
2998,0679756973
2999,0517886685
3000,1570625190
3001,0670866563
3002,0375405046
3003,0316845442
3004,0140291725
3005,0029023106
3006,0802134254
3007,0688156819
3008,0762403004
3009,0140250840
3010,0679723226
3011,0679722645
3012,0380732181
3013,0156007754
3014,0553371010
3014,031205436X
3015,1573226521
3016,0671027638
3017,0385497091
3017,1573226882
3017,1573228214
3017,0316780812
3017,0515119784
3018,0736909672
3019,0786011963
3020,0811825558
3021,0141390972
3022,0062736302
3023,0071352430
3024,0671798553
3025,0060953497
3026,0306810646
3027,0393318923
3028,1882114981
3029,0471415804
3030,0380788691
3030,0515134449
3031,0596000987
3032,0134843460
3033,0064407675
3034,0767902890
3035,0812213122
3036,0879238615
3037,0618134786
3037,0312135653
3038,0375726446
3039,037575895X
3040,0061092355
3041,0060934727
3042,0375403671
3042,0670888214
3043,0380977788
3043,0441304834
3044,0375421726
3045,0609805002
3046,1891053426
3047,0393049272
3048,0140099182
3049,0385319932
3050,0684853205
3051,0609802437
3052,0765347415
3053,0425071081
3054,0393956571
3055,0805324305
3056,2710305089
3057,2070368378
3058,3462025376
3058,0553571818
3058,0441790348
3058,0812550390
3058,2877141519
3059,0965881199
3059,1573928275
3060,014011906X
3061,0920109020
3062,0345377494
3063,0590960369
3064,0152009604
3064,0393038025
3065,0771014929
3065,0060931809
3066,1566199697
3067,0451527496
3068,0451525426
3069,0553573403
3069,0553579908
3069,055357342X
3070,0440211158
3071,1885211279
3072,2290044067
3073,0821739514
3074,0553280147
3075,0821730894
3076,0553245716
3076,0345391055
3076,0553243055
3076,0312979479
3077,0375760911
3078,0449244679
3078,0671681036
3078,068480087X
3078,0743407067
3078,0515131083
3079,1585420654
3080,1587430665
3081,0684843110
3082,156955028X
3083,0446679763
3084,0867162791
3085,0452274664
3086,0064403645
3086,1400032806
3087,0140262776
3088,0385317042
3089,0393029875
3090,0743243315
3090,0743407059
3090,1400061598
3091,0452283280
3091,0743407083
3092,0446532444
3093,0446533041
3094,0375413278
3095,1892738341
3096,0743483014
3097,0393029603
3098,0312093004
3099,0451184149
3100,0380005239
3101,0231121008
3102,0064401774
3103,0380732238
3104,1571740562
3104,0399142789
3104,0375406530
3105,006000438X
3105,0679411267
3105,0375412557
3106,0312169868
3106,0374129983
3107,067003178X
3108,0688176992
3109,0312032978
3109,0394561619
3110,0786866470
3110,0385318782
3111,1879941201
3111,0060920076
3111,0679437452
3111,1931561648
3111,0060517794
3112,0553296124
3112,0345413350
3112,0380701340
3113,0373260474
3114,1588515281
3114,0679450041
3115,0241130522
3116,0413722309
3116,0413725405
3117,1853830852
3118,0859533565
3118,0413624501
3119,1857141296
3120,0745321992
3121,0140350748
3122,1853912352
3123,0201050714
3124,0802116175
3124,0140185011
3125,0140298363
3125,0451146425
3126,0877738513
3127,0380817446
3128,0440862809
3129,0571197272
3129,0345300203
3130,0451167309
3130,0440154731
3130,0553579835
3130,0449224775
3130,0345379330
3131,1576737330
3131,0590371258
3132,1573227226
3133,0670871753
3133,0151446474
3133,0670813028
3134,0810922975
3135,0761520937
3136,0785281754
3137,0345405730
3137,0451197410
3137,0761522557
3137,0316601950
3137,0399151516
3138,0399151435
3138,0451210220
3138,0399148515
3138,0886777771
3138,0445406518
3139,0671697978
3139,0441317480
3140,0345405625
3140,0345406141
3141,0061006629
3141,0553563696
3142,0345431618
3142,0553567713
3142,0553286390
3142,0345301293
3142,0345382412
3142,0345389972
3142,0345402219
3142,0345405501
3142,0671654349
3143,0671832174
3143,0881845531
3143,076534128X
3143,0441662382
3143,0345384687
3144,0345353749
3145,1586481843
3145,088184389X
3146,0460872583
3146,0385333498
3146,0425043231
3146,0345313151
3146,0345314255
3146,0345305183
3146,0380004933
3146,0451132343
3146,0345279255
3146,0451131312
3146,0345272846
3147,0786884460
