Author_id,Name
3414,ashley warlick
3415,"george eliot,gordon s. haight,dinah birch"
3416,kitty ray
3417,geraldine brooks
3418,rita golden gelman
3419,f. paul wilson
3420,p. c. cast
3421,"karla /lansdowne/save hocker,judith a. lansdowne,h"
3422,sarah gallick
3423,"maggie haberman,jeane macintosh"
3424,p. b. ryan
3425,maddy hunter
3426,sherrilyn kenyon
3427,jill churchill
3428,jenna mcknight
3429,katie macalister
3430,"susan krinard,tanith lee,evelyn vaughn"
3431,t.r. reid
3432,"lisa kleypas,kinley macgregor,julia quinn"
3433,rebecca york
3434,stephen a. bly
3435,warren dunford
3436,albert murray
3437,"charles dickens,elizabeth mccracken"
3438,nadine gordimer
3439,e. m. forster
3440,john hersey
3441,"charles dickens,kate flint,kate flint"
3442,"charlotte brontë,michael mason"
3443,thomas l. long
3444,theresa nelson
3445,william taylor
3446,krandall kraus
3447,barrett tillman
3448,"joyce m. roche,marie rodriguez,phyllis schneider"
3449,rita ciresi
3450,leonard b. scott
3451,patricia nell warren
3452,"jules verne,anthony bonner"
3453,jess stearn
3454,jean-christophe rufin
3455,torey hayden
3456,arthur conan doyle
3457,edgar allan poe
3458,samuel r. delany
3459,"roger e. allen,stephen d. allen,bob davis,shirley"
3460,alesia holliday
3461,beatles
3462,richard n. patterson
3463,richard l. polese
3464,peace pilgrim
3465,barbara savage
3466,"loren eiseley,gale e. christianson"
3467,james bannon
3468,"james o'reilly,tara austen weaver,anne calcagno"
3469,lesley downer
3470,david gates
3471,thomas scoville
3472,"w. somerset maugham,somerset maugham"
3473,t.coraghessan boyle
3474,"nancy alberts,karen jerome"
3475,valerie carnes
3476,bruno maddox
3477,sandra magsamen
3478,robert claiborne
3479,"hugh prather,gerald jampolsky"
3480,alice randall
3481,jennifer roberson
3482,thomas tryon
3483,"l.p. hartley,peter quennell"
3484,gertrud muel nelson
3485,michael kunze
3486,john g. fuller
3487,charles barry townsend
3488,barbara hoberman levine
3489,jim dreaver
3490,"barbara graham,victoria roberts"
3491,kevin leman
3492,lydia adamson
3493,margot adler
3494,terence hanbury white
3495,katherine mosby
3496,philippe djian
3497,kara dalkey
3498,kirsty gunn
3499,edward gorey
3500,mick middles
3501,melvyn bragg
3502,"thomas mann,john e. woods"
3503,michael frayn
3504,"steve jackson,ian livingstone"
3505,will randall
3506,james hawes
3507,william makepeace thackeray
3508,thomas de quincey
3509,"gustave flaubert,alan russell"
3510,douglas lindsay
3511,kathryn wesley
3512,"richard l. zettler,lee horne"
3513,alexandra fuller
3514,"bill cleaver,vera cleaver"
3515,christopher wright
3516,linda bolton
3517,dana facaros
3518,thomas parsons
3519,lily tuck
3520,"plato,harold tarrant,harold tarrant,hugh tredennic"
3521,"lewis carroll,frans haacken"
3522,"eliyahu m. goldratt,jeff cox"
3523,bettine von arnim
3524,till raether
3525,erich kästner
3526,jay parini
3527,alix kates shulman
3528,emily carmichael
3529,phyllis a. whitney
3530,michael wallner
3531,corina tettinger
3532,david congalton
3533,mary alice monroe
3534,donald e. knuth
3535,graham salisbury
3536,martine bates
3537,sarah masters buckey
3538,robert m. pirsig
3539,"jack henry abbott,norman mailer"
3540,"michio kaku,robert o'keefe"
3541,zolar
3542,"elizabeth clare prophet,patricia r. spadaro"
3543,lewis richmond
3544,eckhart tolle
3545,erich von daniken
3546,genevieve l. paulson
3547,"jane hope,borin van loon"
3548,rev ray t. malbrough
3549,israel regardie
3550,"betty j. eadie,melvin morse"
3551,father oscar lukefahr cm
3552,"r. j. stewart,r. j. stewart"
3553,brother lawrence
3554,phyllis galde
3555,jan fries
3556,denise linn
3557,jack hamm
3558,kate horsley
3559,gary quinn
3560,jonathan dee
3561,marian green
3562,horik svensson
3563,llewellyn
3564,donald michael kraig
3565,osborne phillips
3566,andrew mcgahan
3567,kay redfield jamison
3568,guy damian-knight
3569,edward shorter
3570,elliot perlman
3571,jim schutze
3572,michael dobbs
3573,geoffrey chaucer - edited by a. c. cawley
3574,minfong ho
3575,nancy madore
3576,ursula k le guin
3577,"virgil,david west,david west"
3578,jean rhys
3579,herman melville
3580,whitley strieber
3581,karen harper
3582,"amy r. kaplan,michael keller,jimmy thapa"
3583,raymond buckland
3584,anna maxted
3585,jon hassler
3586,shannon drake
3587,"piers anthony,robert kornwise"
3588,linda greenlaw
3589,sheldon vanauken
3590,"susan polis schutz,stephen schutz"
3591,braun lilian jackson
3592,alison fraser
3593,robyn donald
3594,n. richard nash
3595,wayne w dyer
3596,ford madox ford
3597,"brandon,jay brandon"
3598,will hobbs
3599,witi tame ihimaera
3600,jose saramago
3601,"luis sepúlveda,françois maspéro"
3602,landoll inc.
3603,"alexandra stoddard,marc romano"
3604,margot anand
3605,"scholastic books,ellen miles"
3606,ben m. baglio
3607,"melinda blanchard,robert blanchard"
3608,anthony gottlieb
3609,richard littlejohn
3610,kimeron n. hardin
3611,marc-edouard nabe
3612,john lantigua
3613,ralph waldo emerson
3614,robert slater
3615,john gardner
3616,fred vargas
3617,irene b. brand
3618,"sir arthur conan doyle,stanley appelbaum"
3619,adam barrow
3620,andrews
3621,andrew calcutt
3622,will ferguson
3623,alex flinn
3624,"oscar wilde,ian small"
3625,"michael bernstein,scott robertson"
3626,nick danziger
3627,mary kay ash
3628,"marguerite kelly,elia parsons,rebecca hirsh"
3629,"judith zimmer,durell godfrey"
3630,patricia a. mckillip
3631,heinrich boll
3632,"ken follett,till r. lohmeyer,christel rost"
3633,damien simonis
3634,"daniel robinson,tony wheeler"
3635,cyril collard
3636,"marion zimmer bradley,brigitte chabrol"
3637,"nicholas evans,valérie malfoy"
3638,"umberto eco,jean-noël schifano"
3639,magnan
3640,eudora welty
3641,"louis sachar,vladimir radunsky,bagram ibatoulline"
3642,kenneth oppel
3643,"shelley moore thomas,jennifer plecas"
3644,chris hedges
3645,julien gracq
3646,jerome klapka jerome
3647,"fédor dostoïevski,alain besançon,albert mousset"
3648,montherlant
3649,luis sepúlveda
3650,pam frankau
3651,"richard firstman,jamie talan"
3652,harold robbins
3653,sam a. donaldson jr.
3654,"christine mcguire,carla norton"
3655,allan eckert
3656,jack womack
3657,pierre pelot
3658,"michael cunningham,anne damour"
3659,"stéfan zweig,dominique autrand"
3660,amélie nothomb
3661,clifford d. simak
3662,jerome k. jerome
3663,georges simenon
3664,"patrick süskind,bernard lortholary"
3665,"haruki murakami,rose-marie makino-fayolle"
3666,"l. sprague de camp,lin carter"
3667,august william derleth
3668,"h.p. lovecraft,robert bloch"
3669,sr. mary jean dorcy
3670,j.n. williamson
3671,gary null
3672,sharan newman
3673,a e van vogt
3674,brady
3675,earl b. mcelfresh
3676,adam braver
3677,piers paul read
3678,"sydney omarr,carl payne tobey"
3679,leonard barden
3680,charles h. goren
3681,carole bellacera
3682,philipp vandenberg
3683,"michael crichton,jeffery hudson"
3684,birgit schönberger
3685,zoë jenny
3686,a. l. haskett
3687,mary jane maffini
3688,"judith arnold,barbara keiler"
3689,christopher paul curtis
3690,"karin fossum,gabriele haefs"
3691,"joseph garcia,burton white"
3692,"yitta halberstam,judith leventhal,bernie s. siegel"
3693,matt ridley
3694,paula danziger
3695,thomas k. landauer
3696,syed hussein alatas
3697,"jennifer worick,kerry colburn,anne higgins"
3698,millie stamm
3699,"charlotte bronte,susan ostrov weisser"
3700,millie criswell
3701,"jack canfield,mark victor hansen,heather mcnamara"
3702,lois keith
3703,e.d. hirsch jr.
3704,mark fuhrman
3705,n collins
3706,alan titchmarsh
3707,milligan
3708,stephen fry
3709,"jonathan miller,borin van loon"
3710,"dawna walter,mark franks"
3711,dawna walter
3712,"betty bethards,jaclyn grace"
3713,"fred saberhagen,james v. hart,bram stoker"
3714,alan aldrich
3715,d h lawrence
3716,fiona walker
3717,"lance armstrong,sally jenkins"
3718,"pam young,peggy jones"
3719,"italo calvino,burkhart kroeber"
3720,sena jeter naslund
3721,roy blount jr.
3722,edward abbey
3723,redmond o'hanlon
3724,evan harris
3725,shang chun shu cun
3726,matthew bunson
3727,page bryant
3728,dennis wholey
3729,"robert louis stevenson,jerome charyn"
3730,barry sears
3731,"barry sears,bill lawren"
3732,"christian de la huerta,matthew fox"
3733,jim morrison
3734,christine wiltz
3735,michael thomas ford
3736,tommy tune
3737,"al franken,stuart smalley"
3738,martin
3739,ken sprague
3740,elan golomb
3741,alice a. bailey
3742,susan forward
3743,jim davis
3744,anne fine
3745,jean booker
3746,alice mary connally fisk
3747,michael pollan
3748,various
3749,phyllis richman
3750,valerie wolzien
3751,"bobbie hinman,millie snyder"
3752,"beverly west,nancy peske"
3753,jean ure
3754,karin yapalater
3755,nancy star
3756,joanna carl
3757,laura van wormer
3758,ginna gray
3759,helen r myers
3760,"maira kalman,tibor kalman,steven heller"
3761,frank o. braynard
3762,todd strasser
3763,pamela e. apkarian-russell
3764,"michael wallis,suzanne wallis"
3765,alex kotlowitz
3766,michael savage
3767,candice bergen
3768,george mair
3769,g. garfield crimmins
3770,ann linnea
3771,"barbara sher,barbara smith"
3772,"c.s. lewis,fritz eichenberg"
3773,phoebe mcphee
3774,"stephen fuentes,melanie munnell"
3775,wilson rawls
3776,margaret peterson haddix
3777,willo davis roberts
3778,barry denenberg
3779,"bruce coville,gary a. lippincott"
3780,"tom brokaw,andy rooney"
3781,j. lawler
3782,fred mustard stewart
3783,phil mcgraw
3784,"george orwell,c. m. woodhouse"
3785,rudolfo anaya
3786,anne barone
3787,v. c. andrews
3788,john forbes
3789,kay allenbaugh
3790,sonja massie
3791,susan campbell bartoletti
3792,jeffrey d. greene
3793,stuart friedman
3794,kate elliott
3795,joe kraynak
3796,jo beverley
3797,cassandra king
3798,jodi picoult
3799,stephen l. carter
3800,anchee min
3801,jillian medoff
3802,lisa gornick
3803,betsy carter
3804,kyle mills
3805,martin j. smith
3806,thomas french
3807,nancy taylor rosenberg
3808,shelby yastrow
3809,stanley pottinger
3810,amanda ashley
3811,julia quinn
3812,david wiltse
3813,sonia icilyn
3814,mccoy judi
3815,charlaine harris
3816,suzanne forster
3817,alton gansky
3818,philip kerr
3819,j. d. robb
3820,stef ann holm
3821,julian symons
3822,"better homes and gardens books,linda hallam"
3823,"anonymous,swami prabhavananda,frederick manchester"
3824,g &amp; r publishing
3825,claire folkard
3826,abby kanter
3827,raymond pierson
3828,"phil gross,mike gross"
3829,nilo cruz
3830,reed arvin
3831,david rosenfelt
3832,giles blunt
3833,stephen frey
3834,austin clarke
3835,sue henry
3836,"lincoln child,douglas preston"
3837,james w. hall
3838,virginia lanier
3839,james grippando
3840,"stephen j. cannell,stephen cannell"
3841,robin  cook
3842,"shane and sheridan, jim. screenplay based on the b"
3843,hugh cook
3844,alien stevens
3845,"stephen coonts,jim defelice"
3846,john j. nance
3847,matthew reilly
3848,william kent krueger
3849,michael macdonald mooney
3850,allen drury
3851,michael darkow
3852,maria elena morgan
3853,murray bail
3854,jim karas
3855,gay hendricks
3856,marilyn vos savant
3857,curl
3858,martin v. riccardo
3859,"jana marcus,katherine ramsland"
3860,ruth maran
3861,gail tsukiyama
3862,jeanne kalogridis
3863,andrew x. pham
3864,kiana davenport
3865,catharina day
3866,"malika oufkir,michele fitoussi,ros schwartz"
3867,mckay jenkins
3868,patricia wynn
3869,william cohen
3870,theresa foy digeronimo
3871,"various,michael alexander"
3872,kjersti hoff baez
3873,ray grigg
3874,peter albano
3875,carol ryrie brink
3876,"rod r. butterworth,mickey flodin"
3877,andrea boeshaar
3878,jane orcutt
3879,ashley mcconnell
3880,"margaret; williams, michael; hickman, tracy; copyr"
3881,r.a. salvatore
3882,"dean wesley smith,kristine kathryn rusch"
3883,"lucretius,ronald e. latham,john godwin"
3884,"horace,w. g. shepherd"
3885,peter mansfield
3886,paul halpern
3887,james lowder
3888,john keegan
3889,"g. lee bowie,robert c. solomon,meredith w. michael"
3890,"ben bova,bill pogue"
3891,"rachel bell,howard peiper"
3892,"various,david norbrook,h. r. woudhuysen"
3893,alice notley
3894,l. e. modesitt jr.
3895,"leo tolstoy,rosemary  edmonds"
3896,"gerard del re,patricia del re"
3897,"taisha abelar,carlos casteneda"
3898,michele jamal
3899,"duong thu huong,phan huy duong,nina mcpherson"
3900,"william shakespeare,emrys jones"
3901,"friedrich nietzsche,michael tanner,michael tanner"
3902,john t. lawrence
3903,"herman melville,frederick busch"
3904,ian kellam
3905,nien cheng
3906,annie dillard
3907,ann hood
3908,p j o'rourke
3909,"edith wharton,anita brookner"
3910,"antonio skarmeta,katherine silver"
3911,pat barker
3912,martina devlin
3913,sandra felton
3914,"rose marie nichols mcgee,maggie stuckey"
3915,linda yang
3916,"alice borchardt,anne rice"
3917,"marcelle karp,debbie stoller"
3918,inga muscio
3919,"jane austen,caroline g. mercer"
3920,kylie adams
3921,sherryl woods
3922,christie ridgway
3923,alice borchardt
3924,patricia cabot
3925,donna gillespie
3926,beverly brandt
3927,"lori schiller,amanda bennett"
3928,"john milton,christopher ricks,christopher ricks"
3929,"upton sinclair,morris dickstein"
3930,"ayn rand,leonard peikoff,leonard peikoff"
3931,"f. scott fitzgerald,matthew j. bruccoli"
3932,"f. scott fitzgerald,edmund wilson"
3933,harold m. silverman
3934,"henry blackaby,richard blackaby"
3935,silver ravenwolf
3936,merlin stone
3937,"albert camus,matthew ward"
3938,christopher hammond
3939,john hawkes
3940,lindsay faith rech
3941,"janet evanovich,steffie hall,charlotte hughes"
3942,elizabeth young
3943,paul rogat loeb
3944,alex kava
3945,alan lightman
3946,josephine tey
3947,todd komarnicki
3948,tina wainscott
3949,stephen wright
3950,"joanne m. dochterman phd  rn  faan,gloria m. bulec"
3951,elizabeth jolley
3952,alan russell
3953,d. c. brod
3954,john r. riggs
3955,gerald petievich
3956,charlotte macleod
3957,jonathan havard
3958,"neil shulman,nei shulman"
3959,peter bebrandt
3960,joseph wambaugh
3961,ed greenwood
3962,ursula leguin
3963,richard bachman
3964,"marion zimmer bradley,richard hescox"
3965,kirk douglas
3966,"glenn dakin,glenn dakin"
3967,jeffrey robinson
3968,"honoré de balzac,pierre barbéris"
3969,richard bohringer
3970,"andreï kourkov,nathalie amargier"
3971,christine angot
3972,zoé valdés
3973,djian
3974,w &amp; m hoffer
3975,"vitaliano brancati,patrick creagh"
3976,patrick suskind
3977,susan hubbard
3978,"thomas noguchi,a. lyons"
3979,"andrea camilleri,stephen sartarelli"
3980,patrick mccabe
3981,"john kennedy toole,j.p. carasso"
3982,alan vanneman
3983,jean hager
3984,odo hirsch
3985,glen cook
3986,"jonathan barry,whitley strieber"
3987,jim silke
3988,rebecca bradley
3989,terry mcgarry
3990,mindy l. klasky
3991,nancy mckenzie
3992,karin lowachee
3993,k.w. jeter
3994,vivian schilling
3995,w. steven brown
3996,sharon schulze
3997,"stanley smith,tom bullimore,derrick niederman,hy c"
3998,elizabeth mcgregor
3999,ron koertge
4000,"laura esquivel,miguelanxo prado,margaret sayers pe"
4001,"david calder,stieg retlin"
4002,"pam munoz ryan,brian selznick"
4003,"john r. erickson,gerald l. holmes"
4004,"frances hodgson burnett,tasha tudor"
4005,dean hughes
4006,janet quin-harkin
4007,jane harrington
4008,"joan aiken,pat marriott"
4009,"robert c. o'brien,zena bernstein"
4010,nick west
4011,colleen o'shaughnessy mckenna
4012,"bruce coville,katherine coville"
4013,james fenimore cooper
4014,irene hunt
4015,felice holman
4016,"beverly cleary,paul o. zelinsky"
4017,"lisa norby,fernado fernandez"
4018,rick north
4019,mildred d. taylor
4020,"frances hodgson burnett,robin lawrie"
4021,"garth nix,leo and diane dillon"
4022,katherine neville
4023,monica hughes
4024,cameron dokey
4025,"scholastic books,ellen reymes"
4026,deborah gregory
4027,eliza willard
4028,andrew matthews
4029,girling
4030,"anne frank,otto m. frank,mirjam pressler,susan mas"
4031,stedman graham
4032,"michel houellebecq,frank wynne"
4033,deborah morgan
4034,daniel w. patterson
4035,jean ritchie
4036,matt groening
4037,"josie lloyd,emlyn rees"
4038,germaine greer
4039,henry root
4040,paul m. angle
4041,"stephen king,dave mckean"
4042,florence scovel-shinn
4043,terry alford
4044,diana culbertson
4045,janet lunn
4046,tim wynne-jones
4047,brian doyle
4048,karleen bradford
4049,martha brooks
4050,judith arnold
4051,diane schoemperlen
4052,christina schwarz
4053,molly jong-fast
4054,shirley jackson
4055,rosemary sutcliff
4056,julie reece deaver
4057,"mary shelley,marilyn butler"
4058,andre norton
4059,jacqueline park
4060,lindsey davis
4061,peter tremayne
4062,anne eliot crompton
4063,"charles dickens,marcus stone,john bowen"
4064,jules watson
4065,harris
4066,angela doherty
4067,nicholas guild
4068,kim lewis
4069,frank mcdonald
4070,dell shannon
4071,rachel billington
4072,iain finlay
4073,b. wilson
4074,ashland price
4075,rosemary edghill
4076,emma blair
4077,matthew kneale
4078,marian thurm
4079,john peterman
4080,cynthia borris
4081,"martin waddell,patrick benson"
4082,"ole risom,richard scarry"
4083,"sandra boynton,sandra boynton"
4084,sandra boynton
4085,p.d. eastman
4086,"h. a. rey,margret rey"
4087,david icke
4088,"william shakespeare,rex gibson"
4089,"n. kantaris,p.r.m. oliver"
4090,"michael jan friedman,dave stern"
4091,norton juster
4092,marge piercy
4093,craig nova
4094,"henry james,mark le fanu"
4095,ulrich holbein
4096,"mark childress,rudolf hermstein"
4097,gemma alexander
4098,patricia lewin
4099,marti leimbach
4100,romain gary (émile ajar)
4101,"donald j. sobol,ted enik"
4102,"sushil jajodia,v. s. subrahmanian"
4103,"steve cunningham,judson rosebush"
4104,donnie o'quinn
4105,stephen cosgrove
4106,"jesse liberty,mark cashman"
4107,"david guterson,christa krüger"
4108,doris dörrie
4109,fanny morweiser
4110,colum mccann
4111,"donna w. cross,wolfgang neuhaus"
4112,jan mehlum
4113,jessica andersen
4114,jerry b. jenkins
4115,"bram stoker,leonard wolf"
4116,"a. n. roquelaure,anne rice"
4117,barbara hambly
4118,prosper mérimée
4119,dietrich schwanitz
4120,cora stephan
4121,gregor sander
4122,"andré gide,raimund theis,christine stemmermann"
4123,"pierre joffroy,ulrich kunzmann"
4124,stefan zweig
4125,friederike mayröcker
4126,"alejo carpentier,anneliese botond"
4127,willy breinholst
4128,alan durband
4129,"patrick süskind,jean-jacques sempe"
4130,eoin colfer
4131,deborah moggach
4132,"shulamit lapid,mirjam pressler"
4133,christopher dolley
4134,elinor lipman
4135,"lucius shepard,j. k. potter"
4136,robert kelley
4137,walter pruncel
4138,"frances hodgson burnett,klaus müller"
4139,roberto calasso
4140,peter fitzsimons
4141,zecharia sitchin
4142,penthouse international
4143,margaret weis and tracy hickman
4144,louise voss
4145,meredith ann pierce
4146,kathryn m. drennan
4147,"pablo neruda,w.s. merwin"
4148,"phil hirsch,brian buniak"
4149,deborah scott
4150,david poyer
4151,barbara seuling
4152,rebecca o'connell
4153,"jean rhys,hilary jenkins"
4154,"sally beauman,daphne du maurier"
4155,glen grant
4156,harry crews
4157,mike miller
4158,jan brett
4159,jerry w. ward
4160,tenaya darlington
4161,douglas pagels
4162,patricia wayant
4163,gary d. chapman
4164,larry burkett
4165,"the editors of people magazine,the editors of peop"
4166,"the editors of entertainment weekly,the editors of"
4167,joe stahlkuppe
4168,stormie omartian
4169,rita dove
4170,jewel
4171,nikki giovanni
4172,"tony medina,louis reyes rivera,sonia sanchez"
4173,"rita dove,david lehman"
4174,diana barron
4175,kirby record
4176,"steven ferry,tanya petrovna"
4177,jean krueger
4178,joel brouwer
4179,donald w. hayward
4180,jeannette eyerly
4181,bill buchanan
4182,kandy radzinski
4183,jim shepard
4184,george c. williams
4185,"james joyce,dover thrift editions"
4186,stephen crane
4187,"william  shakespeare,a. r. braunmuller,stephen  or"
4188,joel spring
4189,"rene chartrand,patrice courcelle"
4190,"rene chartrand,bill younghusband"
4191,"philip haythornthwaite,bryan fosten"
4192,richard holmes
4193,"john irving,george guidall"
4194,dave marinaccio
4195,"hunter s. thompson,ralph steadman"
4196,allison pollack alexander
4197,corrie ten boom
4198,jill henry
4199,nancy block
4200,janet leigh
4201,rachelle nelson
4202,"w. michael gear,kathleen o'neal gear"
4203,charles r. swindoll
4204,steve shagan
4205,alex beam
4206,chris kenry
4207,"gabriel garcia marquez,g.g. marquez,g.g. marquez"
4208,charlotte bingham
4209,"don peppers,martha rogers"
4210,michael beres
4211,kay
4212,mary kay simmons
4213,kathryn lynn davis
4214,p d james
4215,marsha boulton
4216,vincent bugliosi
4217,bill h. gates
4218,bryan cholfin
4219,david eddings
4220,edith pargeter
4221,katharine kerr
4222,hugh sebag-montefiore
4223,michael lee west
4224,richard evans
4225,rosie rushton
4226,dermot bolger
4227,pamela stephenson
4228,ingrid weaver
4229,richard n. bolles
4230,"gwen gotsch,judy torgus"
4231,"william sears,martha sears"
4232,vicki iovine
4233,t. berry brazelton
4234,american college of obstetricians and gynecologist
4235,"marvin s. eiger,sally wendkos olds,wendy wray,roe"
4236,leslie dunkling
4237,robin norwood
4238,christina baker kline
4239,gale pryor
4240,kate white
4241,jan guillou
4242,"isabel allende,lieselotte kolanoske"
4243,michel faber
4244,"shelomoh di-nur,philip simpson"
4245,"f. scott fitzgerald,jay parini"
4246,tony earley
4247,"j. p. donleavy,james patrick donleavy,elliot banfi"
4248,stuart david
4249,gay courter
4250,"t.c. boyle,james r. kincaid"
4251,beryl bainbridge
4252,kirsten bakis
4253,bellow
4254,david almond
4255,chinua achebe
4256,cheryl ann costa
4257,sage
4258,"manjusha pawagi,leanne franson"
4259,thomas e. o'hara
4260,"stephen sondheim,james lapine"
4261,jim currie
4262,lauren slater
4263,"john m. gottman,joan declaire"
4264,frederick lenz
4265,scott s. smith
4266,erika lopez
4267,"marlo morgan,elke vom scheidt"
4268,cynthia macgregor
4269,gary mechler
4270,steven p. shelov m.d.
4271,"vicki lansky,jack lindstrom"
4272,barry reed
4273,thomas swan
4274,martin clark
4275,p. j. tracy
4276,"thomas hardy,tim dolin"
4277,harley hahn
4278,"cindy west,mateu"
4279,"charles m. schulz,justine fontes,charles m. schulz"
4280,"kathleen duey,omar rayyan"
4281,alice alfonsi
4282,"bill wallace,carol wallace"
4283,jean van leeuwen
4284,adam rapp
4285,nicole luiken
4286,"liz curtis higgs,nancy munger"
4287,william heffernan
4288,norman kelley
4289,ruth birmingham
4290,paullina simons
4291,miriam therese winter
4292,sid kirchheimer
4293,"tom magliozzi,greg proops"
4294,richard lederer
4295,"antoine de saint-exupéry,richard howard"
4296,"henry w. stine,megan stine"
4297,b. b. jordan
4298,leora krygier
4299,david thompson
4300,diane hoh
4301,hayden mead
4302,kevin jackson
4303,tim lebbon
4304,steven feinberg
4305,"judith reeves-stevens,garfield reeves-stevens"
4306,richard l. mcguire
4307,robert poe
4308,"louisa may alcott,paula danziger"
4309,charles lamb
4310,"paul b. thompson,tonya r. carter"
4311,robert s. kane
4312,helen keller
4313,d. h. lawrence
4314,elise juska
4315,"marangraphics,ruth maran"
4316,g. k. chesterton
4317,"roald dahl,michael foreman"
4318,robert van de castle
4319,alan m. dershowitz
4320,mikal gilmore
4321,thomas moore
4322,kathy cronkite
4323,gertrude stein
4324,m. c. hargreaves
4325,eric hansen
4326,"harpo marx,rowland barber"
4327,simon louvish
4328,"arturo pérez-reverte,margaret sayers peden"
4329,"arturo perez-reverte,sonia soto"
4330,"jose saramago,margaret costa"
4331,"leo tolstoy,louise maude,aylmer maude,e.b. greenwo"
4332,miriam toews
4333,patrick taylor
4334,fred stenson
4335,"irene gut opdyke,jennifer armstrong"
4336,ahdaf soueif
4337,aleksandr solzhenitsyn
4338,catherine simmons niven
4339,shyam selvadurai
4340,john mcgahern
4341,d. m. thomas
4342,clyde edgerton
4343,grace maccarone
4344,kris lowe
4345,grace catalano
4346,jan berenson
4347,rosalind noonan
4348,suzy becker
4349,gertrude warner
4350,jimmy buffett
4351,ellie kay
4352,"maud hart lovelace,lois lenski"
4353,jaime o'neill
4354,"rick carroll,rick carroll"
4355,"robert l. clifton,alan m. dahms"
4356,alan furst
4357,"johnny cash,jonny cash,patrick carr"
4358,nicholas gage
4359,bette bao lord
4360,"blue balliett,brett helquist"
4361,tom raabe
4362,jack schaefer
4363,"jan karon,donna kae nelson"
4364,"debra kang dean,colette inez"
4365,ross talarico
4366,merle kessler
4367,william molnar
4368,june callwood
4369,daniel wallace
4370,"robert bonazzi,john howard griffin,john howard gri"
4371,terri blackstock
4372,beverly lewis
4373,"emily brontë,pauline nestor"
4374,james joyce
4375,alma bond
4376,alma h. bond
4377,jose eugenio soares
4378,"bram stoker,maud ellmann"
4379,scott gardiner
4380,john harvey
4381,rochelle majer krich
4382,alma marceau
4383,"f. paul wilson,heinz zwack"
4384,"larry berger,dahlia lithwick"
4385,indu sundaresan
4386,e. l. doctorow
4387,donald e. westlake
4388,chet williamson
4389,peter robinson
4390,robert w. walker
4391,earlene fowler
4392,karen kijewski
4393,lynda la plante
4394,mark t. sullivan
4395,susan wittig albert
4396,stuart m. kaminsky
4397,linda davies
4398,marilyn wallace
4399,sandra west prowell
4400,deborah crombie
4401,marianne wesson
4402,jeremiah healy
4403,j. f. freedman
4404,kate wilhelm
4405,wolf haas
4406,"walter, sr. scott"
4407,anne newlands
4408,"dave allan,matt kingdon,kris murrin,daz rudkin"
4409,"david hussey,d e hussey"
4410,eddie obeng
4411,storm constantine
4412,"jane austen,margaret drabble,margaret drabble"
4413,sue bishop
4414,ali smith
4415,margaret burt
4416,muriel spark
4417,marcia willett
4418,susan dunlap
4419,cathie pelletier
4420,joan johnston
4421,"amos oz,nicholas de lange"
4422,nancy geary
4423,jacqueline navin
4424,robert half
4425,anne ursu
4426,constance allen
4427,"pat relf,nancy stevenson"
4428,"mary pope osborne,sal murdocca"
4429,delores fossen
4430,gail gaymer martin
4431,charlotte douglas
4432,harry h. harrison jr.
4433,"j.m. dillard,david loughery,william shatner"
4434,keith sharee
4435,sharon green
4436,"a. c. crispin,joss whedon"
4437,mary e. hunt
4438,anais nin
4439,mary shelley
4440,"wendy pini,richard pini"
4441,"paul cowan,rachel cowan"
4442,charles grant
4443,"elizabeth levy,bill basso"
4444,gary hogg
4445,"agnes von kurowsky,henry serrano villard,ernest he"
4446,katherine dunn
4447,"brigitte aubert,susanne staatsmann"
4448,"irvin d. yalom,uda strätling"
4449,"richard laliberte,stephen c. george,the editors of"
4450,napoleon hill
4451,peter mcwilliams
4452,james bovard
4453,harry browne
4454,"robert j. ringer,william e. simon"
4455,"linus torvalds,david diamond"
4456,"ann durell,marilyn sachs"
4457,"carl norac,claude k. dubois"
4458,gustav meyrink
4459,sam mcbratney
4460,"mikhail bulgakov,mirra ginsburg"
4461,sean russell
4462,john nichols
4463,chuck barris
4464,"peter hoeg,barbara haveland"
4465,louise gherasim
4466,"sarah ban breathnach,mcbain"
4467,"holly halverson,dave davidson,beryl peters,frankie"
4468,isaak babel
4469,corneille
4470,tim guenard
4471,"edmond rostand,patrick besnier"
4472,"hakan nesser,christel hildebrandt"
4473,"ruth warrick,don preston"
4474,shannon waverly
4475,k. n. casper
4476,mackie shilstone
4477,susan floyd
4478,tom wilson
4479,ann evans
4480,darlene graham
4481,lynnette kent
4482,peggy nicholson
4483,tara taylor quinn
4484,"barbara boswell,jennifer greene,jackie merritt"
4485,claire foshee
4486,alisa m. hoffman
4487,arnold robbins
4488,"bill phillips,michael d'orso"
4489,lass small
4490,kathryn shay
4491,"debbie macomber,stella bagwell,lindsay mckenna"
4492,brenda novak
4493,larry niven
4494,"andre norton,mercedes lackey"
4495,jack l. chalker
4496,"georges passelecq,bernard suchecky"
4497,linda nevins
4498,jonathan swift
4499,sasha miller
4500,"piers anthony,julie brady"
4501,stewart lee allen
4502,roger housden
4503,pierre desproges
4504,jonathan ames
4505,peter c. newman
4506,"lien chao,jim wong-chu"
4507,t s eliot
4508,rae lawrence
4509,mladen sutej
4510,"betty neels,catherine george,marion lennox"
4511,carol north
4512,anne lindsay
4513,ian s. graham
